,PROD_CD,SLSMAN_CD,PLAN_MONTH,TARGET_IN_EA,ACH_IN_EA
18180,27,168,12,144,116
18181,11,122,10,180,169
18182,67,216,10,0,41
18183,83,42,11,0,1311
18184,86,75,12,0,81
18185,16,3,10,0,3288
18186,51,57,12,0,811
18187,9,211,12,0,43
18188,56,64,12,144,134
18189,4,117,10,0,3
18190,18,168,10,2520,2463
18191,70,223,12,0,312
18192,80,95,12,816,780
18193,67,93,10,0,66
18194,27,15,11,36,76
18195,39,89,10,1908,1828
18196,12,25,11,0,1
18198,42,128,11,180,181
18199,74,197,11,0,17
18200,25,80,10,396,514
18201,23,114,10,108,127
18202,23,45,12,36,35
18203,16,206,10,0,678
18205,18,84,10,1500,1270
18206,59,12,12,504,257
18207,56,36,10,36,0
18209,16,193,12,180,381
18210,61,34,10,5460,1763
18211,31,80,12,400,0
18212,11,68,11,216,335
18213,81,96,11,96,184
18215,51,160,11,0,469
18216,47,14,11,1080,1074
18217,47,81,10,624,188
18218,23,196,10,72,44
18219,14,142,10,17820,22120
18220,42,62,11,108,72
18221,26,42,12,0,3
18222,61,50,11,15036,6599
18223,13,134,10,3708,4503
18224,38,158,11,144,137
18225,11,210,12,144,279
18226,35,131,10,6816,9500
18227,59,3,10,1008,913
18228,32,140,11,192,48
18229,35,48,12,25440,20042
18230,38,87,11,3168,1785
18231,38,89,11,1332,908
18232,22,15,11,18000,19250
18233,61,42,12,7812,0
18234,33,145,11,0,156
18236,32,93,10,204,192
18237,5,62,11,560,311
18239,74,190,10,0,96
18240,35,105,10,10272,16259
18241,37,20,12,0,16
18242,31,97,11,400,920
18244,19,171,10,2352,1796
18245,16,172,10,0,894
18246,43,121,11,0,3637
18247,13,43,11,6300,4552
18250,62,47,10,13188,5362
18251,61,123,12,3654,0
18252,23,4,11,180,160
18253,17,79,11,6984,2597
18255,25,83,11,216,272
18257,48,176,11,48,0
18258,13,138,11,8064,7014
18259,39,191,10,288,389
18260,12,58,11,0,51
18261,26,8,12,108,3
18262,75,218,12,0,948
18264,61,144,12,2058,16
18265,22,43,11,29600,38460
18266,15,65,11,0,392
18268,51,51,11,0,227
18269,26,58,12,1104,840
18270,36,122,11,24,15
18271,27,29,12,36,6
18272,26,186,10,252,254
18274,9,111,12,0,3
18275,38,1,12,504,179
18276,56,64,10,144,151
18277,23,68,11,36,20
18278,45,140,11,1248,884
18283,47,99,10,1392,1282
18284,86,132,12,0,157
18285,81,112,12,144,212
18286,2,124,11,0,59
18287,61,27,11,4326,3818
18288,23,86,12,108,91
18289,47,12,11,864,1327
18290,52,136,11,400,0
18291,83,58,11,0,1832
18292,25,24,12,0,39
18293,80,178,12,312,384
18294,32,187,10,0,504
18295,22,174,10,30800,2870
18296,13,86,12,2232,1730
18297,59,102,11,546,191
18298,11,97,10,36,2
18299,15,80,12,7836,6753
18301,32,161,11,2520,2480
18302,81,87,10,984,581
18304,37,121,11,108,73
18306,33,44,10,1152,659
18307,58,160,12,1680,1947
18308,28,184,12,6,0
18309,37,34,11,108,94
18310,27,163,12,144,186
18311,50,173,10,42912,31736
18313,59,58,10,3360,2194
18315,19,76,10,4872,7572
18316,3,51,12,80,0
18317,42,84,12,144,134
18318,27,195,11,180,338
18320,5,184,11,240,232
18321,26,112,11,12,54
18323,84,3,12,0,118
18324,27,63,11,0,2
18325,45,2,11,240,807
18326,58,124,10,39816,44417
18327,14,66,10,25164,31464
18328,19,185,10,2520,2371
18329,25,14,11,252,222
18330,42,126,12,144,227
18331,59,5,12,714,409
18332,47,212,10,1488,1451
18333,5,19,10,320,312
18335,25,93,10,216,227
18337,56,112,11,324,568
18338,39,107,12,216,268
18340,25,19,11,648,482
18341,82,138,12,2982,2944
18342,25,90,12,1476,1608
18343,17,142,12,8604,0
18345,47,217,10,1224,1463
18348,10,4,12,0,25
18349,74,138,10,0,27
18350,27,7,11,108,108
18351,11,93,11,36,37
18352,56,98,12,324,151
18353,62,103,10,4452,4381
18354,54,17,12,24,0
18355,83,93,11,0,261
18356,59,83,11,672,1266
18357,80,12,10,936,846
18358,13,90,12,180,121
18360,76,104,10,0,120
18361,28,100,11,18,13
18364,47,2,12,1584,1114
18368,56,174,10,792,827
18369,56,86,10,108,9
18370,16,168,12,1728,3499
18372,17,25,11,7704,1740
18373,16,132,12,2772,2420
18375,17,47,11,55116,11357
18376,13,33,10,1080,1382
18377,42,174,10,180,130
18378,32,96,12,396,234
18379,74,185,10,0,810
18380,3,87,11,120,0
18383,31,47,11,29200,111650
18384,42,92,11,144,103
18385,38,208,10,144,167
18388,73,17,10,0,15
18390,86,204,12,0,236
18392,54,114,10,12,0
18394,23,213,11,36,55
18395,47,115,10,1896,1169
18396,21,23,11,24,15
18397,22,97,11,16800,6860
18398,13,173,12,7776,5285
18399,37,213,12,36,46
18400,16,29,10,0,243
18401,56,195,12,36,0
18403,17,146,12,8244,0
18404,83,42,12,0,4312
18405,17,97,12,2520,0
18406,20,99,10,0,28
18407,3,43,12,80,0
18408,32,48,10,960,1393
18409,51,47,12,0,12996
18410,82,116,12,0,87
18411,35,124,11,6144,7803
18412,37,129,11,144,132
18413,33,57,12,4356,3527
18414,31,48,11,17200,49983
18415,16,160,10,0,93
18416,62,113,10,2352,2974
18417,32,127,12,912,775
18418,27,129,11,72,81
18419,15,81,10,5760,5335
18421,56,169,11,72,131
18424,35,125,10,11232,10714
18426,64,92,11,0,4
18427,18,131,10,2076,2575
18428,43,123,11,0,13562
18429,36,158,10,72,82
18430,17,66,10,12132,12873
18431,52,182,11,400,0
18432,42,75,10,108,127
18433,38,92,11,432,585
18434,37,11,11,108,89
18435,86,150,12,0,20
18436,81,114,12,120,128
18438,47,114,10,768,1170
18439,11,147,11,0,5
18440,14,166,10,62028,60244
18441,15,189,10,0,4386
18443,21,194,10,720,683
18444,9,168,12,0,6
18445,81,34,12,0,72
18446,50,215,12,15120,9737
18447,52,210,11,400,0
18448,59,139,11,1428,2063
18449,4,200,12,0,191
18451,81,180,12,264,781
18452,35,6,11,12384,11749
18453,75,139,12,0,24
18454,18,54,11,1368,495
18455,61,224,12,0,4998
18456,11,3,12,72,33
18457,42,170,10,72,96
18458,76,211,10,0,609
18459,19,90,10,36120,48070
18460,31,138,10,4000,0
18465,56,181,11,324,247
18466,16,73,10,0,2571
18468,17,7,10,8172,10194
18469,18,99,10,2724,2800
18475,11,2,10,0,45
18477,22,19,12,22800,10759
18478,15,134,10,7296,6770
18479,26,111,12,60,34
18480,70,219,11,0,108
18482,83,178,11,0,5244
18483,42,208,11,72,113
18484,21,121,10,60,24
18485,10,123,11,0,64
18487,17,38,12,13464,0
18488,37,113,10,144,198
18489,39,18,11,180,164
18490,43,144,12,0,8570
18491,51,48,12,0,19349
18493,8,139,11,0,24
18496,14,191,12,14184,13309
18497,58,217,11,13104,16224
18498,62,100,12,0,1549
18500,83,123,11,0,1052
18501,43,46,11,0,9816
18502,17,3,12,26712,0
18503,22,164,10,39200,0
18504,45,50,11,2784,295
18505,38,32,12,216,162
18506,58,23,11,37128,33128
18507,22,60,11,21200,35700
18508,58,52,11,4032,4985
18510,51,40,12,0,2356
18511,22,210,11,15200,21720
18512,38,23,12,216,136
18513,35,79,12,7296,8097
18514,37,142,12,108,91
18515,23,47,10,180,227
18516,28,100,10,18,4
18517,31,198,12,6400,6060
18518,39,208,10,360,345
18519,59,22,11,0,4
18520,27,196,12,216,206
18521,45,164,11,1296,1146
18522,61,199,11,0,3086
18524,39,109,11,360,404
18525,83,134,12,3444,2413
18527,50,46,11,21984,19559
18528,62,191,11,4326,1825
18530,23,87,10,216,197
18531,11,13,12,144,103
18532,54,136,12,12,0
18534,76,13,10,0,1937
18535,27,159,11,36,51
18538,32,129,12,216,210
18539,25,111,11,288,149
18540,43,45,11,0,5136
18541,45,95,11,1584,579
18543,22,64,11,4400,4230
18544,76,115,10,0,170
18545,36,197,10,96,116
18546,48,178,10,24,0
18547,50,196,11,21072,16221
18548,39,81,12,216,68
18549,13,81,12,6192,4558
18552,33,161,11,6588,6650
18553,16,23,11,0,262
18554,80,8,10,768,619
18555,37,99,10,72,59
18556,37,103,10,108,124
18558,13,178,12,3312,2561
18559,17,174,10,11340,12284
18560,39,154,11,360,445
18561,42,31,11,144,164
18562,35,61,11,0,282
18563,32,64,10,516,375
18564,80,52,10,120,1069
18567,56,109,12,756,452
18568,17,74,11,0,1869
18569,10,165,12,0,3
18570,42,88,10,360,410
18572,14,188,11,0,1206
18573,19,154,11,12432,20283
18574,42,71,11,0,4
18575,83,146,11,0,1760
18576,33,154,12,576,0
18577,25,160,11,360,411
18578,58,42,10,2016,2688
18579,15,107,11,2916,2269
18581,36,117,10,24,8
18582,80,176,10,1152,778
18583,16,215,11,0,179
18584,31,19,10,1600,0
18586,51,148,11,0,1297
18587,8,9,10,0,24
18589,35,173,12,9696,7266
18590,47,13,12,1128,1037
18591,38,109,12,180,157
18592,36,123,10,96,102
18593,43,20,12,0,110
18594,25,158,10,360,646
18595,13,15,11,2448,2381
18596,21,102,12,1416,1800
18597,56,49,10,36,8
18598,35,6,10,14208,18940
18600,75,220,11,0,229
18601,26,125,11,168,143
18602,52,112,12,400,0
18603,62,178,11,7014,980
18604,22,192,12,2800,3277
18605,18,31,12,1248,0
18608,22,10,10,22000,2670
18609,14,111,10,20700,22674
18610,15,8,12,2412,2354
18611,39,157,11,0,80
18613,39,154,12,324,304
18614,25,196,11,1080,1075
18615,13,148,12,1512,1819
18617,18,217,10,2052,1891
18618,81,18,11,120,105
18619,33,5,11,396,396
18620,47,184,11,1488,1707
18621,25,180,11,468,338
18622,80,164,12,576,527
18624,39,170,11,108,148
18625,61,100,11,10038,4168
18626,35,18,11,9312,10023
18627,39,62,11,252,209
18630,26,208,10,12,0
18631,13,114,10,3420,4190
18633,62,161,10,4494,4264
18634,4,32,11,40,0
18635,23,138,12,180,179
18636,19,43,12,52416,49284
18637,47,46,12,2208,845
18638,15,206,11,4272,3925
18642,61,2,10,4242,1570
18643,33,211,12,11232,7464
18645,59,158,10,126,150
18646,81,119,12,120,494
18647,26,50,11,300,321
18648,14,217,10,32796,35693
18649,36,111,11,24,7
18650,14,25,11,22644,18362
18651,59,191,12,756,404
18653,23,38,10,108,129
18654,59,52,10,756,593
18655,15,212,10,1260,1422
18656,25,88,12,1692,1904
18657,16,113,12,1944,1463
18658,23,91,12,36,6
18659,48,57,10,0,14
18662,52,206,11,400,0
18664,28,130,10,6,0
18665,23,74,11,0,147
18667,12,48,11,0,6
18668,45,119,11,4416,203
18669,33,113,11,2124,657
18670,42,57,10,108,119
18672,54,221,11,0,6
18673,56,144,12,540,202
18674,61,21,11,8946,2920
18675,59,43,11,2856,1519
18676,22,66,10,18800,1810
18677,67,150,10,0,21
18679,20,172,10,24,24
18680,43,4,12,0,16051
18681,61,131,10,3948,2712
18683,61,141,11,8778,3734
18684,47,168,11,1128,1504
18685,25,110,11,396,360
18686,38,30,11,144,169
18687,85,75,12,0,13
18688,19,4,10,15624,14766
18689,83,213,11,0,1490
18690,27,80,11,72,37
18691,7,200,12,0,1760
18692,76,30,10,0,564
18693,81,197,10,264,245
18694,56,101,10,108,91
18695,45,51,11,8544,1717
18696,32,33,12,240,120
18697,11,99,12,288,294
18698,80,150,10,264,417
18699,61,124,11,6594,7008
18700,61,23,12,2604,0
18701,14,103,10,31896,41850
18702,81,11,11,120,0
18703,26,66,10,684,371
18705,27,17,11,144,147
18706,3,81,11,40,0
18707,58,181,11,25032,26532
18708,22,53,10,2000,1660
18709,56,172,10,216,155
18711,33,113,12,2124,740
18712,11,166,12,324,347
18713,17,198,11,12060,5160
18714,81,208,12,120,86
18715,47,199,11,0,168
18716,76,107,10,0,415
18717,75,223,12,0,510
18719,35,18,12,10368,9405
18720,76,19,10,0,300
18721,50,116,12,0,438
18723,59,156,12,798,160
18724,18,182,10,3156,3730
18725,16,120,11,0,3
18726,15,170,12,4668,4225
18728,84,52,12,0,6
18729,31,39,11,4000,11600
18731,42,2,10,180,113
18732,47,135,11,0,13
18734,5,161,12,560,341
18735,21,125,12,12,0
18736,59,81,12,252,470
18737,22,105,10,12400,5570
18738,43,188,12,0,4064
18740,35,37,10,192,0
18741,39,171,12,540,366
18742,68,215,10,0,15
18743,59,21,11,1260,1126
18744,23,107,11,180,98
18745,20,112,10,24,0
18746,80,33,11,504,195
18747,39,88,11,2160,1730
18748,19,66,12,8904,7140
18749,36,105,10,24,21
18750,27,208,10,108,101
18751,62,125,11,5502,1635
18752,5,124,11,80,77
18753,13,64,11,1584,1340
18754,51,182,12,3108,3238
18755,38,152,10,360,379
18757,61,25,10,4410,4056
18758,45,192,12,48,380
18759,19,92,12,50568,51655
18761,43,90,11,0,54001
18763,36,99,12,0,2
18764,32,209,11,456,254
18767,48,215,10,24,0
18768,9,62,10,0,40
18770,61,85,12,9744,0
18771,5,183,12,160,141
18772,13,131,11,3240,3752
18773,47,187,10,0,10
18774,15,59,11,0,116
18779,48,212,10,48,0
18780,13,31,12,2268,2428
18781,81,99,11,120,36
18782,31,43,12,11600,12980
18783,59,214,12,1260,1211
18784,22,34,10,1600,2000
18786,16,43,10,0,3712
18787,3,52,12,80,0
18788,25,34,11,288,303
18789,56,12,11,504,432
18792,11,156,10,108,147
18793,25,211,12,972,843
18794,59,213,12,378,489
18795,39,102,10,108,110
18796,35,121,10,8352,12312
18797,39,85,10,2844,3112
18798,5,87,12,160,53
18800,31,34,11,0,4000
18802,23,46,12,36,33
18804,37,82,11,180,154
18805,3,83,10,80,0
18806,70,201,11,0,360
18809,4,202,12,0,162
18810,16,128,12,144,549
18811,43,57,12,0,10036
18812,36,14,12,24,16
18813,48,70,10,0,17
18814,47,176,11,1632,1786
18815,80,198,11,312,601
18817,37,117,11,72,61
18818,37,163,11,324,346
18819,15,130,11,8388,7247
18820,15,61,11,0,56
18821,62,31,11,1218,1350
18822,43,165,11,0,13827
18824,33,1,10,288,0
18825,25,164,12,360,437
18826,14,169,12,29952,30256
18827,61,129,11,6720,3289
18828,63,183,10,0,2
18831,19,151,12,0,78
18832,45,146,11,2496,380
18833,62,131,11,3234,1381
18834,59,110,12,294,186
18835,37,217,12,252,134
18836,19,108,11,672,891
18837,62,194,10,7854,19120
18839,15,57,11,1764,1816
18841,36,138,10,24,27
18843,84,56,12,0,12
18844,52,30,10,400,0
18845,13,183,10,6984,7258
18846,16,119,10,0,771
18847,3,102,10,40,0
18848,23,181,10,36,31
18849,33,160,12,3924,3228
18851,59,177,11,0,7
18852,20,186,12,24,0
18853,61,143,12,5628,0
18854,27,61,11,0,2
18856,83,153,12,0,73
18857,37,106,12,72,76
18858,43,32,12,0,10720
18861,2,148,11,0,48
18862,42,74,11,0,170
18863,81,125,10,0,132
18865,45,30,11,144,480
18867,38,11,10,252,257
18868,17,94,12,25956,0
18870,31,96,12,3600,5241
18871,15,134,12,6252,6802
18872,21,194,12,660,588
18874,1,130,12,0,5
18875,59,102,10,588,123
18876,50,146,10,32160,26689
18877,18,44,12,4500,0
18878,45,181,10,768,343
18879,61,225,12,0,891
18880,80,114,12,480,379
18881,37,168,11,108,89
18883,31,161,12,800,1220
18885,3,88,11,120,0
18888,61,208,12,0,110
18889,59,66,10,798,670
18890,17,33,11,13716,1844
18891,42,164,10,360,312
18892,7,221,11,0,101
18893,23,148,11,144,96
18895,83,193,11,0,1353
18896,17,86,11,12888,2157
18897,61,160,10,2016,1803
18898,14,212,12,7308,7457
18899,31,169,11,5200,12490
18900,5,168,12,80,98
18901,3,112,11,40,0
18902,10,66,11,0,83
18903,14,150,11,9288,7255
18905,17,206,10,8856,8881
18906,5,90,11,80,76
18907,59,211,10,1344,932
18908,51,64,12,0,1434
18909,39,206,10,216,304
18910,19,144,11,3024,2142
18911,84,158,12,0,20
18912,18,112,10,972,995
18914,27,32,12,36,49
18916,35,154,10,2880,4021
18917,11,98,12,36,14
18919,39,24,12,0,12
18921,31,159,11,400,0
18922,39,126,11,324,321
18923,47,171,12,1296,1179
18924,15,17,12,10716,9671
18925,18,161,11,1260,316
18926,26,174,11,84,68
18927,14,162,12,8064,7109
18928,32,7,11,1812,1274
18929,50,150,11,12720,14684
18930,47,41,10,2904,2300
18931,84,204,12,0,84
18932,13,10,11,1980,1886
18933,76,215,10,0,224
18934,36,102,12,0,2
18935,15,2,11,3960,3597
18936,11,60,10,396,419
18937,43,187,11,0,5547
18938,19,6,12,10248,13379
18939,47,206,10,1152,740
18940,22,8,12,8800,4300
18941,22,23,12,12800,15231
18943,14,64,10,16776,22671
18945,3,202,12,0,447
18946,11,180,10,324,309
18947,80,70,12,432,227
18948,45,122,10,1440,480
18949,18,1,12,9144,0
18950,47,150,12,816,732
18951,38,142,12,216,106
18952,16,103,11,2988,930
18954,61,165,11,1848,1122
18955,10,100,10,0,61
18957,62,124,10,2394,3022
18958,62,13,11,1428,1036
18960,39,2,10,360,334
18961,9,32,11,0,33
18962,45,19,10,768,658
18963,25,169,12,324,461
18964,39,193,11,216,302
18965,17,57,11,10692,263
18966,82,23,11,0,3356
18968,16,30,10,0,172
18969,39,176,10,324,376
18970,56,11,10,252,161
18971,25,102,10,144,118
18973,5,46,10,240,175
18974,47,54,11,1608,1362
18976,51,214,12,0,415
18977,43,104,12,6912,7189
18979,3,131,10,120,5
18980,39,196,11,540,465
18981,23,8,12,72,68
18982,18,212,12,456,0
18983,39,132,11,288,264
18984,42,186,12,36,57
18985,35,108,10,3936,6676
18986,13,49,10,7812,6731
18988,37,47,10,756,822
18989,31,51,10,800,330
18990,25,193,10,396,488
18991,22,216,12,10400,10209
18992,59,148,12,1344,707
18994,36,173,10,48,27
18996,18,197,11,5220,1697
18997,82,79,11,0,2239
18999,13,7,12,2268,2824
19000,3,160,10,40,0
19001,3,172,10,80,0
19002,39,105,12,360,274
19003,18,121,10,1152,816
19004,35,177,11,0,90
19006,31,81,10,400,663
19007,47,204,11,1272,2020
19008,42,108,11,108,118
19009,37,73,12,180,190
19010,9,190,12,0,80
19011,17,115,12,5616,0
19013,5,32,10,240,194
19014,33,188,10,0,22
19016,76,119,10,0,794
19017,14,2,11,17316,14380
19018,56,100,11,72,8
19020,27,103,12,180,161
19021,61,215,10,1512,1412
19022,56,183,11,72,68
19023,18,45,10,1872,2380
19025,83,75,12,1554,1171
19026,35,39,12,576,600
19027,62,11,10,3738,2104
19028,20,127,10,1560,959
19029,19,142,11,7224,5781
19030,26,62,11,900,591
19031,8,9,12,0,24
19032,5,114,12,160,161
19034,27,54,10,36,69
19035,36,58,12,24,33
19036,14,111,11,16776,14795
19037,11,3,10,108,120
19038,22,168,12,14000,32350
19040,57,68,12,0,22
19041,35,104,11,12864,11265
19042,82,209,11,0,1654
19046,18,35,12,1884,0
19047,74,49,10,0,727
19048,17,15,11,5220,1411
19049,13,13,10,4824,5679
19050,10,1,11,0,79
19051,19,163,12,42000,36818
19052,42,54,11,36,30
19054,42,215,12,36,37
19055,67,25,12,0,4
19056,33,58,12,972,759
19057,16,191,12,108,566
19058,79,62,10,0,12
19059,19,131,10,2352,3254
19062,11,102,12,72,97
19064,45,209,11,240,359
19065,83,106,12,3024,1985
19066,48,173,11,24,0
19067,81,130,12,816,692
19068,33,210,11,2880,2535
19069,25,3,11,612,659
19070,55,63,11,0,36
19072,27,105,10,216,246
19073,42,161,10,216,252
19074,21,182,10,12,0
19075,11,8,12,216,215
19076,10,6,11,0,80
19077,59,196,10,1596,1069
19079,13,170,11,5364,4874
19080,3,193,10,40,0
19081,56,5,12,360,127
19082,47,2,11,1440,1308
19083,45,60,10,912,405
19085,3,185,10,40,2
19086,17,101,10,5004,5075
19087,35,119,12,17184,13757
19088,39,108,11,216,213
19089,21,9,10,180,121
19091,15,130,12,8436,7825
19092,20,41,11,24,0
19093,58,75,10,6048,8190
19094,35,119,11,15072,15306
19095,62,30,12,2772,51
19097,81,96,10,192,96
19100,80,188,12,0,168
19102,13,75,10,3888,5135
19103,50,104,10,39120,29864
19104,39,27,11,468,458
19105,45,53,11,48,473
19106,13,126,12,2988,2943
19107,19,122,11,2688,2281
19108,19,10,11,1512,2196
19109,11,172,11,180,94
19110,62,40,12,6006,42
19111,50,44,12,34416,29062
19112,80,79,10,552,568
19113,61,58,11,6384,1834
19114,64,160,10,0,4
19115,81,124,11,0,354
19116,56,134,11,468,169
19118,15,189,12,0,4502
19119,38,122,11,144,102
19121,58,127,11,13104,14474
19123,32,127,11,816,732
19124,32,36,11,24,19
19125,36,45,12,24,0
19126,17,89,12,51696,0
19127,39,16,11,252,247
19128,11,35,12,324,318
19129,36,180,12,24,9
19130,38,134,10,108,147
19133,31,115,12,400,282
19135,62,185,10,3570,4115
19136,11,140,10,540,326
19137,11,155,11,0,7
19140,50,4,12,39072,33846
19141,19,142,10,8232,7080
19142,23,90,12,36,8
19143,5,95,10,80,42
19145,54,105,11,24,6
19146,43,9,12,5112,5584
19147,5,18,11,240,236
19148,43,11,11,0,6342
19149,62,111,11,3318,948
19151,15,51,12,276,184
19152,50,186,12,33936,32627
19153,28,44,10,0,48
19154,20,21,11,696,613
19155,42,146,10,144,165
19157,14,16,10,31608,24983
19158,35,106,11,14976,13200
19159,17,90,10,68688,85544
19162,25,148,11,432,466
19164,82,143,12,0,8932
19165,11,82,11,108,84
19167,27,134,12,108,64
19169,47,196,10,1920,1370
19170,31,209,12,400,0
19171,83,216,11,0,498
19174,51,2,11,0,817
19175,39,144,11,288,223
19176,3,184,12,40,20
19177,56,30,11,288,489
19179,13,176,11,2664,3236
19180,58,150,10,8904,8583
19181,37,5,10,180,151
19182,39,73,11,0,425
19183,62,16,11,3696,1260
19184,26,154,10,528,345
19185,58,37,12,5208,3378
19186,25,29,12,324,297
19187,45,96,10,2064,1680
19188,37,85,12,324,295
19189,42,166,12,216,108
19190,23,154,12,72,149
19191,67,13,10,0,4
19193,17,110,11,4752,2244
19194,68,208,11,0,30
19195,14,215,10,14076,12653
19196,82,18,11,0,712
19197,61,79,11,2688,1238
19198,62,144,12,2856,59
19200,62,162,12,1638,584
19202,62,124,12,7896,168
19203,62,62,10,7098,5932
19204,48,40,10,0,15
19205,28,211,12,0,9
19206,10,112,10,0,21
19207,15,152,10,3708,4111
19209,70,221,11,0,60
19210,83,163,11,0,1542
19211,23,110,12,144,117
19212,23,138,10,180,205
19213,80,50,12,528,1228
19214,50,21,10,35376,32525
19215,19,118,12,0,54
19217,22,115,12,9200,7560
19218,25,170,10,288,364
19219,11,107,11,72,44
19220,20,196,10,48,62
19221,3,166,12,80,1
19223,19,208,11,1008,570
19224,5,165,12,80,60
19225,81,162,11,0,3
19226,56,58,12,36,6
19227,16,46,10,0,1589
