,PROD_CD,SLSMAN_CD,PLAN_MONTH,TARGET_IN_EA,ACH_IN_EA
16875,26,75,12,120,87
16876,39,37,11,1044,1036
16877,32,114,11,264,36
16878,2,148,10,0,54
16879,25,90,10,1620,1981
16880,45,217,10,144,197
16881,61,44,11,5670,5773
16882,14,210,11,19296,18174
16883,50,61,11,0,1560
16884,17,85,12,78300,0
16885,76,173,10,0,654
16886,61,119,10,3822,3081
16887,80,8,11,360,383
16888,20,58,11,936,1031
16889,47,114,12,1224,1626
16890,42,37,11,108,59
16891,58,188,10,0,240
16892,16,217,12,612,1852
16893,38,189,12,0,175
16894,55,62,10,0,72
16895,27,32,10,36,58
16898,61,121,11,7770,4395
16899,58,162,12,2688,2330
16900,58,100,11,19152,23213
16901,18,80,11,2292,874
16902,14,75,12,19836,23628
16903,37,97,10,180,89
16904,80,42,10,960,1014
16906,43,118,12,0,624
16907,59,68,10,966,412
16908,45,206,12,576,587
16909,36,13,12,24,24
16910,56,126,11,252,481
16911,83,159,12,0,2208
16913,26,146,12,60,81
16914,35,80,11,6624,9948
16915,54,166,10,12,72
16916,27,70,10,252,279
16917,76,192,10,0,517
16918,5,82,10,80,63
16919,22,96,12,63600,56220
16920,20,183,12,24,0
16921,15,91,10,564,805
16922,51,47,11,0,8090
16923,43,39,11,0,8278
16924,81,121,10,192,24
16925,80,143,10,384,316
16927,59,154,12,672,364
16928,58,48,10,108192,126867
16929,27,180,11,144,172
16930,48,52,12,120,0
16931,26,63,11,0,12
16932,50,75,12,23280,17656
16933,25,127,12,648,681
16934,50,173,11,38064,31907
16935,31,15,11,1200,400
16936,43,90,12,0,62683
16937,22,116,11,0,260
16938,39,48,12,1008,499
16939,23,191,10,108,230
16940,38,115,12,108,50
16941,20,211,11,72,72
16942,5,120,12,0,1
16943,50,64,12,14064,11672
16944,11,193,10,72,107
16945,38,56,10,36,50
16946,80,96,12,648,507
16947,36,39,10,48,26
16948,18,92,12,3756,0
16950,51,206,12,1632,1596
16951,81,129,10,0,163
16952,26,25,12,84,96
16953,15,86,10,1452,1450
16954,45,115,10,912,150
16955,81,172,11,0,102
16956,45,195,11,1536,1445
16957,17,142,11,8568,2514
16958,26,129,12,204,198
16959,42,204,10,144,174
16960,23,208,11,108,115
16961,15,186,12,3972,3732
16962,22,208,12,26400,44787
16963,17,10,10,13068,13282
16964,80,212,11,552,498
16965,38,47,10,1044,1113
16966,86,105,12,0,92
16967,26,6,10,504,287
16969,23,159,11,108,85
16970,58,209,11,7392,8217
16971,3,89,10,40,24
16972,51,49,11,0,7091
16974,17,25,10,15840,12041
16976,28,148,11,0,15
16977,50,141,11,52272,50730
16978,18,14,10,900,940
16981,36,182,11,24,10
16982,11,143,11,324,219
16984,58,57,11,1008,1209
16985,11,57,12,36,68
16986,61,143,11,5502,3402
16987,33,79,10,288,324
16988,47,54,12,1800,1660
16989,14,171,10,47160,55378
16990,42,49,10,360,351
16991,62,171,11,6552,950
16992,47,181,10,1272,1584
16993,45,166,11,864,120
16995,51,157,11,0,206
16996,38,106,11,144,105
16998,50,20,11,0,1915
16999,58,90,10,1008,0
17003,20,19,11,1464,1475
17004,28,101,10,6,5
17005,13,44,12,3888,3240
17006,38,114,11,216,237
17007,50,92,11,41904,39180
17009,27,36,10,144,190
17010,19,212,11,840,858
17012,32,29,10,156,0
17013,45,164,12,1488,1609
17014,62,193,11,2856,1036
17015,3,224,12,0,20
17016,39,39,11,324,328
17017,76,125,10,0,372
17018,54,210,10,36,0
17019,50,183,10,37392,37221
17020,80,122,12,360,284
17021,23,215,12,72,55
17022,31,64,11,400,60
17023,8,138,12,0,144
17024,62,83,10,1470,1273
17026,35,40,11,0,39
17027,14,121,12,17784,14889
17028,50,54,11,59520,65743
17029,39,14,12,324,99
17032,37,115,10,72,59
17033,43,71,11,0,178
17035,16,59,11,0,151
17036,62,52,11,6468,4205
17037,26,84,12,12,3
17038,26,124,10,1092,630
17041,35,169,12,11616,12024
17042,5,46,11,240,134
17043,80,147,11,0,18
17044,56,90,12,36,0
17045,16,79,10,0,981
17048,62,31,12,1932,0
17050,74,181,10,0,47
17052,37,168,12,108,152
17053,86,182,12,0,151
17054,16,63,11,0,113
17055,62,11,12,0,50
17056,84,31,12,0,30
17057,33,23,12,612,360
17059,17,192,10,18360,23564
17060,82,58,11,0,1631
17061,76,6,10,0,252
17064,14,28,12,0,3957
17065,27,41,10,144,101
17066,33,138,10,1224,1116
17067,62,45,10,4998,3716
17068,55,138,12,0,72
17069,56,80,10,288,137
17070,33,66,11,3240,2411
17071,54,103,10,84,114
17074,32,112,12,708,776
17075,62,186,12,0,196
17076,56,1,12,468,98
17077,14,213,10,6228,8744
17080,54,6,12,72,48
17081,45,219,11,0,192
17082,35,71,12,0,354
17083,85,182,12,0,36
17086,15,172,11,4692,4681
17087,17,152,11,18864,4178
17088,80,214,11,1152,603
17089,4,99,11,40,0
17090,84,117,12,0,85
17091,83,102,11,0,2393
17092,11,174,11,108,34
17097,38,38,11,396,338
17098,32,176,11,72,39
17100,58,108,11,4872,5374
17102,39,192,11,288,301
17103,35,164,11,4896,5874
17105,33,149,11,0,432
17106,32,38,11,276,0
17107,45,111,12,384,327
17108,36,156,11,48,35
17109,3,161,10,80,0
17110,16,169,11,3060,4543
17111,35,139,10,13344,15258
17113,39,125,11,504,332
17115,83,148,11,0,1560
17116,26,105,11,300,267
17117,17,154,11,12816,2546
17118,50,35,10,43056,34664
17119,37,4,11,216,172
17120,39,131,10,252,161
17121,26,134,12,108,78
17122,5,212,10,80,126
17123,32,126,12,816,580
17124,17,4,12,15120,0
17125,59,107,12,126,309
17126,51,174,11,0,603
17129,23,193,10,72,97
17130,13,120,12,0,124
17131,26,62,10,792,584
17133,61,184,10,5166,5038
17134,45,144,10,432,150
17136,56,105,11,504,445
17137,5,196,11,160,204
17140,27,98,11,72,54
17141,81,114,11,120,0
17142,38,36,10,396,360
17143,27,190,11,360,569
17144,23,158,12,144,186
17145,62,90,10,13944,8102
17146,58,59,11,0,420
17147,27,53,10,72,87
17148,18,85,12,11220,0
17149,84,79,12,0,3
17151,58,19,10,43680,54126
17152,20,183,10,24,0
17153,45,165,11,720,1064
17154,10,52,12,0,147
17156,11,176,11,144,15
17157,50,209,12,40800,36217
17158,37,53,12,36,56
17159,74,94,10,0,360
17160,13,24,11,0,45
17161,36,198,12,24,8
17162,11,150,11,216,89
17163,22,92,10,7200,670
17164,3,18,12,80,0
17165,58,11,10,11928,14538
17166,81,36,11,216,293
17167,51,136,11,0,1596
17168,15,179,11,0,249
17169,11,102,10,72,68
17170,11,215,11,36,48
17173,42,127,12,180,192
17174,19,117,10,3528,2584
17175,31,163,11,33600,24000
17176,53,202,11,0,2700
17177,11,19,10,468,447
17182,51,41,11,0,990
17183,11,139,11,324,281
17184,3,4,10,40,0
17185,83,54,11,0,1924
17186,19,80,10,4200,3918
17187,58,10,12,28056,29204
17188,58,89,10,7728,7896
17189,75,62,11,0,24
17190,18,102,11,1476,447
17191,58,156,11,12936,15149
17192,51,144,11,0,466
17193,35,204,10,17664,25797
17194,25,115,10,144,274
17195,23,106,12,72,105
17197,19,123,11,26712,34581
17200,11,210,11,144,270
17201,32,144,12,1116,1271
17203,4,53,10,40,0
17205,62,220,12,0,4830
17207,27,121,10,108,64
17208,81,106,11,120,12
17209,58,212,10,5376,6360
17210,19,37,10,84336,91335
17211,59,32,12,294,232
17212,84,213,12,0,2
17213,15,81,11,6132,5057
17215,45,150,10,432,322
17218,21,63,11,0,48
17220,37,21,11,72,106
17222,28,191,12,6,0
17223,62,221,12,0,1092
17224,38,138,10,180,185
17225,80,9,11,696,305
17226,43,135,11,0,379
17227,22,179,11,0,4760
17228,42,60,10,144,126
17229,16,74,11,0,1998
17230,11,45,10,396,351
17231,10,28,12,0,12
17232,19,179,11,0,204
17233,39,125,10,540,356
17238,33,190,11,11304,10211
17239,74,32,10,0,4517
17240,39,122,11,216,221
17241,15,5,12,3408,3406
17243,59,150,12,630,137
17244,61,204,12,0,280
17245,26,5,12,228,48
17246,10,64,11,0,15
17247,27,43,10,396,447
17248,59,166,12,1554,2989
17249,35,106,12,14112,13353
17250,76,206,10,0,290
17252,27,79,10,72,115
17255,42,36,12,36,2
17256,27,34,12,36,49
17258,47,211,11,2208,1999
17259,37,81,10,108,104
17260,86,57,12,0,60
17261,42,2,11,144,125
17262,17,180,10,29412,29567
17263,25,101,10,72,118
17264,17,214,11,2052,556
17265,50,99,12,33696,28111
17266,15,178,10,3660,3798
17267,10,186,12,0,100
17268,80,97,10,432,559
17269,81,14,12,120,82
17270,47,146,11,840,1008
17271,51,74,12,2580,2771
17272,37,191,10,144,175
17273,18,154,11,1704,194
17274,14,137,11,0,540
17275,22,127,10,19200,220
17276,22,117,12,17200,18889
17277,27,107,12,72,35
17278,18,40,10,2724,2722
17279,59,7,12,210,305
17280,36,41,12,48,26
17281,35,101,10,7008,9366
17282,33,34,12,504,182
17284,56,168,10,36,218
17285,10,146,10,0,28
17286,70,197,10,0,12
17287,32,152,11,1032,948
17288,42,35,11,36,26
17289,14,24,12,0,1742
17290,35,39,10,576,1134
17291,32,60,10,1212,612
17292,25,57,10,540,689
17293,36,4,11,48,23
17296,13,101,12,1692,1473
17297,45,14,10,144,48
17298,36,159,12,24,7
17300,36,14,10,24,20
17303,33,52,12,10836,13705
17305,18,164,10,4860,5479
17306,58,40,12,840,1348
17307,45,213,11,384,1017
17308,42,212,12,72,87
17309,27,208,12,108,81
17311,33,163,11,0,590
17313,75,224,12,0,207
17314,39,193,10,252,298
17315,22,209,12,7600,14840
17316,37,170,12,72,126
17317,56,170,11,252,332
17319,16,73,12,2880,2348
17322,51,18,11,0,2251
17323,37,216,11,108,106
17324,16,35,10,0,3909
17325,17,20,11,0,227
17326,13,79,12,4464,3307
17328,14,59,11,0,334
17329,36,148,12,24,12
17330,80,4,11,744,294
17331,2,14,12,0,10
17334,16,107,11,1332,1043
17335,3,143,10,120,0
17336,13,137,11,0,177
17337,21,49,11,120,72
17338,38,183,10,252,261
17340,59,2,10,1050,127
17341,23,208,10,72,95
17342,51,26,12,0,261
17343,35,171,12,5088,4462
17344,38,196,10,396,397
17345,39,60,10,324,288
17347,58,10,11,24696,29634
17349,3,171,11,40,0
17350,37,35,10,36,15
17352,80,80,12,432,506
17354,80,35,12,480,240
17356,26,41,10,168,164
17357,82,43,12,0,4158
17358,51,33,11,0,526
17359,56,117,12,360,134
17360,23,155,11,0,2
17361,19,106,12,2688,4368
17362,10,7,12,0,31
17363,3,127,10,120,0
17365,47,220,12,0,840
17367,13,27,12,2232,2150
17368,51,190,11,0,1263
17369,83,57,12,0,3105
17370,76,48,10,0,2117
17372,35,104,12,12096,12192
17373,56,82,12,324,21
17376,39,133,11,0,21
17378,81,38,12,168,127
17379,14,158,11,19908,20923
17380,81,85,10,192,138
17381,16,195,11,4140,873
17382,23,152,12,216,106
17383,50,107,12,20016,13625
17386,52,191,10,800,0
17387,35,216,10,3936,5304
17388,61,195,10,4284,3210
17390,62,94,10,29274,9477
17391,25,166,11,540,403
17392,61,6,11,9702,5242
17394,13,197,10,324,201
17395,35,10,11,15456,17852
17396,17,53,10,12888,15345
17397,14,214,11,5544,5187
17398,27,152,10,216,433
17399,51,87,11,0,10154
17400,13,210,11,2124,2164
17404,19,84,12,2184,2263
17405,33,216,11,360,412
17408,48,25,11,48,0
17411,42,90,11,36,23
17413,86,136,12,0,92
17414,80,124,12,480,452
17415,67,23,11,0,29
17416,18,215,10,444,583
17417,35,212,12,4224,4723
17419,26,85,12,84,83
17420,37,160,10,72,79
17421,56,176,12,792,264
17422,43,120,11,0,98
17423,11,112,10,72,49
17424,85,84,12,0,16
17425,14,146,10,14364,15528
17426,15,144,11,2436,2422
17430,85,184,12,0,51
17431,33,122,10,4788,4456
17432,45,70,10,1344,401
17433,81,118,11,0,6
17435,81,81,11,120,43
17436,85,15,12,0,55
17437,51,204,11,0,2905
17438,63,16,10,0,1
17439,56,40,11,36,0
17441,14,23,11,26856,29175
17442,26,173,12,360,51
17443,62,138,10,3234,3088
17445,43,21,12,0,9649
17446,37,126,11,144,156
17448,15,48,12,19200,17725
17449,39,34,11,288,183
17450,35,100,12,10272,12107
17451,57,223,12,0,648
17452,82,26,12,0,657
17453,36,193,11,24,33
17454,18,47,10,14640,16275
17455,51,27,11,0,311
17456,42,60,12,108,56
17457,47,48,12,2640,1935
17458,58,165,10,20832,19710
17459,18,184,11,2088,503
17460,45,182,10,480,226
17461,26,5,10,108,56
17462,70,220,11,0,168
17463,32,209,10,528,516
17464,14,1,10,46908,55332
17465,13,100,10,3708,3984
17466,38,140,10,216,182
17467,37,148,12,144,121
17468,17,96,12,20448,1
17469,31,95,12,35600,63419
17470,15,208,11,5544,4103
17472,37,126,12,144,140
17473,15,38,11,3156,3347
17474,33,101,11,432,225
17475,59,169,12,1092,1177
17476,19,42,11,38136,47037
17477,56,217,10,288,646
17478,26,140,11,144,141
17480,18,216,12,672,0
17481,10,219,11,0,371
17482,86,172,12,0,187
17484,26,4,10,360,145
17485,27,2,10,108,86
17487,37,38,11,108,87
17489,2,60,12,0,46
17492,79,188,11,0,150
17493,22,27,12,17200,21520
17494,32,62,12,600,265
17495,42,70,10,288,259
17496,3,6,11,40,45
17497,22,124,11,17200,23530
17498,13,74,12,6660,7576
17499,45,4,10,288,0
17502,11,171,12,36,14
17503,16,136,11,1764,2035
17504,14,8,11,14148,14319
17505,10,25,11,0,28
17507,38,9,10,144,251
17509,59,43,10,3024,2166
17511,74,154,10,0,252
17512,42,4,12,252,198
17513,85,6,12,0,170
17514,47,73,11,0,933
17515,14,34,12,21996,27114
17516,80,112,10,1152,790
17517,33,208,10,1332,1117
17519,37,102,10,36,79
17520,47,119,11,1536,906
17521,16,193,11,0,273
17522,33,162,12,504,392
17523,3,161,11,80,0
17525,20,208,12,24,3
17527,37,91,10,72,50
17528,15,80,11,7020,6632
17530,56,206,11,288,113
17531,56,75,10,180,26
17534,19,215,11,168,48
17535,17,175,11,0,99
17537,23,95,12,144,209
17541,76,117,10,0,510
17545,47,154,10,1728,1526
17546,81,68,12,192,298
17548,15,4,12,11964,10376
17549,22,94,11,32000,10400
17550,33,185,11,1584,1373
17551,86,30,12,0,18
17552,15,120,11,0,29
17553,32,45,11,1740,944
17554,50,125,12,45888,46054
17555,50,165,12,38976,35094
17556,58,150,12,8064,7626
17557,43,49,11,0,13553
17558,81,13,11,240,196
17559,62,215,11,2226,1296
17560,16,138,11,4068,2388
17561,62,202,12,0,3864
17562,23,56,10,36,55
17563,51,177,11,0,12
17566,32,110,12,84,25
17567,27,150,10,108,104
17568,81,23,12,168,25
17571,50,83,12,31200,23645
17572,45,10,12,480,322
17573,17,119,11,13896,3695
17574,32,142,10,864,1308
17576,12,43,10,0,60
17577,22,84,10,11600,1060
17579,18,136,10,3216,3804
17580,50,2,11,25200,29588
17581,35,210,12,6624,5988
17582,86,118,12,0,5
17584,80,171,11,528,234
17585,10,32,11,0,19
17586,14,110,10,20628,25978
17587,59,9,10,588,367
17588,47,65,11,0,19
17589,23,75,10,108,130
17590,11,209,11,432,48
17592,35,116,12,0,312
17593,22,92,11,6800,3820
17595,48,25,10,72,0
17596,26,132,10,420,199
17597,10,47,10,0,73
17598,56,46,11,36,2
17602,84,49,12,0,36
17603,22,158,10,1600,830
17604,47,198,10,1896,1421
17606,28,131,12,6,0
17608,81,110,11,144,15
17609,11,158,12,36,69
17611,26,136,10,168,101
17612,43,7,11,0,6030
17613,50,7,11,38880,39027
17614,10,102,10,0,26
17615,33,48,10,2448,1620
17616,56,37,10,108,0
17617,59,65,11,0,15
17618,82,115,12,0,2799
17619,42,1,12,288,224
17621,86,39,12,0,9
17622,13,127,12,2448,2909
17623,50,192,11,37920,45652
17624,3,54,11,40,0
17625,14,110,12,17568,16828
17627,27,197,12,432,416
17628,31,71,11,0,980
17629,68,176,10,0,18
17630,51,18,12,2136,2038
17631,42,54,12,36,32
17632,86,171,12,0,64
17634,22,161,12,4400,6790
17635,26,117,11,132,84
17636,61,93,12,2394,182
17638,43,103,12,11448,14849
17640,33,53,12,6408,4755
17641,22,150,10,4400,340
17642,62,172,12,5628,0
17643,18,36,10,2208,2990
17645,82,96,12,0,5187
17647,67,19,12,0,13
17648,37,34,10,108,90
17649,21,181,11,12,0
17650,15,41,11,372,334
17651,80,43,10,912,1178
17652,56,156,12,36,57
17653,13,96,12,8388,8064
17654,80,114,10,768,578
17656,11,117,11,324,215
17657,22,191,10,400,766
17658,10,5,11,0,9
17659,56,58,11,36,0
17660,15,185,10,4104,4313
17661,31,150,12,1200,2720
17662,59,64,11,798,148
17663,3,183,10,40,0
17665,37,3,12,108,130
17666,62,51,10,14448,9965
17667,58,64,11,9408,11208
17669,42,146,12,108,123
17670,81,115,12,48,342
17671,70,222,11,0,36
17672,26,161,12,144,163
17673,51,212,12,0,562
17674,74,34,10,0,11550
17675,22,140,11,16000,30040
17676,18,159,12,1104,0
17677,36,131,11,24,22
17678,38,163,11,360,393
17680,5,184,10,240,164
17681,42,101,10,36,24
17682,23,91,11,36,5
17683,3,105,12,40,0
17684,80,184,11,768,678
17685,31,82,12,16000,11993
17686,17,84,11,9072,2102
17688,62,95,10,19026,4238
17689,5,108,10,160,170
17690,38,172,12,252,27
17691,12,128,12,0,12
17692,81,129,11,0,106
17693,14,86,12,14004,14250
17694,14,194,12,3168,3295
17695,45,212,10,96,0
17696,16,44,12,2412,2378
17697,38,23,10,144,303
17699,3,102,12,40,0
17700,31,89,12,23600,40700
17701,14,54,11,20628,22504
17702,80,158,11,312,78
17703,17,73,11,0,2815
17704,45,158,11,192,416
17705,35,81,10,2976,6305
17706,22,211,12,37600,35300
17709,35,191,12,4224,3696
17710,58,216,12,4536,5058
17711,16,90,11,5256,1256
17712,58,160,11,1344,1696
17713,25,213,10,108,141
17714,36,54,12,48,39
17716,43,112,12,5724,5944
17717,78,219,11,0,409
17718,31,152,11,1600,6220
17720,20,189,12,0,48
17721,22,142,12,3600,5130
17722,38,215,10,108,118
17723,26,46,12,588,460
17724,2,103,10,0,12
17725,56,183,10,252,68
17726,3,181,11,120,0
17727,59,190,11,1302,807
17728,28,139,10,18,0
17730,15,89,11,1392,1279
17731,19,89,11,50904,62551
17732,16,190,11,0,2393
17733,26,165,10,96,68
17734,62,182,11,6258,2805
17735,3,52,10,120,0
17736,54,170,11,12,0
17737,31,124,11,6400,40880
17738,38,174,12,360,248
17739,37,40,12,36,20
17740,13,207,11,0,48
17741,19,83,12,20496,16994
17742,23,13,11,180,89
17743,14,31,12,17208,18572
17744,47,147,11,0,36
17746,54,11,10,12,0
17747,14,118,12,0,1895
17748,2,99,11,0,48
17749,37,212,11,72,72
17750,13,34,10,1332,5140
17751,59,5,10,924,475
17752,51,174,12,0,998
17753,59,41,10,1638,2300
17755,15,36,10,732,142
17756,51,100,11,0,1410
17758,47,89,10,3408,2412
17759,45,13,12,192,367
17760,61,213,12,3276,0
17762,42,48,12,252,217
17764,36,100,10,0,13
17768,45,56,12,0,192
17769,50,132,11,52752,57180
17773,36,48,12,48,23
17774,37,183,12,180,185
17776,14,92,12,7200,11990
17777,86,43,12,0,81
17778,18,75,11,0,651
17779,5,70,10,480,386
17780,56,162,11,180,124
17782,17,88,10,59076,67790
17783,61,46,11,6174,1632
17784,61,192,10,3990,4424
17785,14,42,10,1944,1412
17786,50,37,10,83136,60723
17787,13,184,11,2844,2647
17789,39,163,11,468,512
17790,21,101,12,0,6
17791,20,47,10,24,0
17793,42,12,12,216,238
17794,74,111,10,0,728
17795,22,88,10,6800,0
17797,14,47,10,36504,47058
17799,50,128,10,37536,30479
17801,42,40,10,36,9
17802,26,16,12,24,0
17803,13,64,10,1872,1806
17804,27,93,10,72,63
17805,58,15,11,2856,4799
17806,80,60,11,504,789
17807,62,14,11,3024,1618
17808,54,103,11,84,156
17809,23,131,10,108,117
17810,50,216,10,29088,22217
17811,82,46,11,0,1447
17812,17,172,10,13176,14781
17813,38,92,12,396,346
17815,28,43,10,0,42
17816,58,11,11,11088,13276
17817,58,174,10,13104,10554
17818,3,164,10,0,4
17819,59,209,10,210,221
17820,19,68,10,3528,3508
17821,33,191,11,5220,6503
17823,84,215,12,0,3
17824,15,193,12,1644,1417
17826,23,130,11,144,90
17827,14,99,10,24804,22853
17828,42,97,12,108,143
17829,23,101,10,0,12
17830,37,117,10,72,96
17831,32,82,11,0,5
17832,22,166,12,7600,15839
17833,81,182,12,120,144
17834,22,93,11,18000,23880
17835,47,41,11,2664,2347
17838,50,46,12,22512,17268
17840,3,66,10,160,0
17841,79,222,12,0,72
17842,50,127,10,63504,48120
17844,5,104,10,320,452
17846,3,119,11,120,0
17847,13,113,12,3384,2937
17848,74,29,10,0,703
17849,47,39,12,1272,1111
17850,15,139,10,10500,10256
17851,51,178,12,0,1038
17852,13,146,11,612,707
17854,32,213,10,24,1
17855,37,185,11,72,54
17856,62,224,12,0,3007
17857,42,166,10,216,213
17858,10,44,10,0,261
17859,59,132,12,1554,1433
17860,42,86,12,180,159
17861,42,184,12,108,115
17862,37,164,10,432,414
17863,56,94,10,72,0
17865,2,163,10,0,6
17866,31,82,10,16000,0
17867,27,123,11,144,217
17870,81,183,11,336,0
17872,82,52,12,0,9783
17874,47,14,12,1296,1035
17875,22,96,10,83600,5038
17876,17,106,11,6624,1636
17877,45,131,10,672,160
17878,36,192,11,24,31
17879,37,172,10,144,149
17882,33,46,10,648,306
17883,14,117,10,39996,55654
17886,26,88,12,228,152
17887,25,18,11,396,371
17888,36,48,10,24,61
17889,27,180,10,180,224
17890,22,33,11,1600,7480
17891,35,171,10,4416,6426
17892,27,169,12,216,90
17893,38,79,12,144,116
17895,85,97,12,0,5
17896,59,115,12,1176,589
17898,3,92,11,80,0
17899,62,118,11,0,108
17900,39,85,12,3492,1895
17902,20,60,12,24,12
17903,42,33,11,108,57
17904,27,4,11,108,129
17905,14,124,10,35928,40861
17907,5,73,11,0,58
17908,25,39,10,324,603
17910,83,64,12,0,1561
17911,25,170,11,288,196
17912,2,62,10,0,167
17913,42,84,10,108,100
17914,5,210,12,240,157
17916,13,50,10,72,0
17917,61,170,12,0,201
17919,36,104,11,24,14
17920,3,8,10,40,8
17921,60,201,11,0,2760
17922,83,186,11,0,1951
17923,83,133,12,0,158
17924,82,6,11,0,3639
17925,56,58,10,36,0
17926,25,180,10,432,517
17927,17,185,11,6372,1078
17928,45,32,10,240,155
17929,50,87,10,103824,102558
17930,11,211,11,324,477
17932,13,135,11,0,150
17934,81,62,10,1152,431
17935,38,188,11,0,60
17936,56,139,10,288,383
17937,51,158,11,0,216
17939,74,121,10,0,851
17940,17,44,12,15300,0
17941,11,197,11,2736,1878
17942,58,141,12,0,702
17943,62,152,11,11466,1333
17944,31,80,10,400,0
17945,81,178,12,96,0
17946,39,60,11,252,206
17947,37,97,12,108,91
17948,11,134,10,216,197
17949,51,92,12,0,3865
17950,38,106,12,144,130
17951,25,132,11,504,449
17953,17,211,11,17892,3650
17955,56,96,10,864,619
17956,17,70,10,15984,17824
17957,50,32,10,36048,27179
17958,14,71,11,0,285
17959,13,25,12,720,318
17960,25,81,11,288,344
17961,19,44,11,38976,28830
17962,11,66,10,360,339
17963,42,190,10,324,212
17964,33,14,12,216,144
17966,5,10,10,400,688
17967,80,183,11,840,677
17968,47,128,11,1248,1607
17969,23,121,10,108,83
17970,86,160,12,0,57
17971,80,212,10,936,710
17972,21,105,11,0,61
17974,50,148,10,36576,39137
17976,13,152,11,3456,2062
17977,35,34,10,960,4368
17978,33,107,11,540,697
17979,33,19,12,612,820
17980,27,10,11,180,202
17981,26,35,12,60,44
17983,45,49,10,720,140
17984,32,119,11,480,263
17985,81,194,12,312,135
17986,56,2,10,288,177
17987,39,35,11,324,355
17990,10,154,11,0,34
17991,76,73,10,0,539
17992,19,196,12,12432,14404
17993,25,70,10,504,651
17994,39,93,10,216,185
17995,23,31,12,144,174
17996,54,140,12,12,0
17997,42,47,11,684,987
17998,23,165,10,216,151
18000,80,144,10,240,554
18001,80,166,10,1176,1334
18002,15,195,12,60,94
18003,80,110,12,432,162
18005,59,6,12,1008,1037
18006,62,69,11,0,6
18007,83,1,12,0,8405
18009,80,208,12,600,309
18010,47,122,12,1440,1121
18013,62,66,12,4074,68
18014,78,220,12,0,434
18015,23,42,12,72,27
18016,33,140,12,432,290
18018,62,44,10,10080,5161
18020,47,166,10,1176,1006
18021,37,86,10,252,230
18022,76,152,10,0,471
18023,50,134,10,41280,36945
18024,32,86,12,84,60
18025,54,184,12,12,0
18026,28,206,11,6,0
18027,38,150,12,180,113
18028,18,36,12,2328,0
18029,45,57,11,192,518
18030,50,124,11,50496,52367
18033,13,75,12,4032,5088
18034,5,106,10,320,245
18036,35,31,11,5760,5686
18037,61,56,10,2478,1161
18038,51,12,11,0,789
18040,15,172,10,6444,7665
18041,25,113,11,432,484
18042,22,79,10,11600,6350
18043,83,186,12,4200,3596
18045,43,66,12,0,10206
18046,14,3,12,69948,81267
18047,81,68,11,192,68
18048,47,141,12,3120,3269
18049,80,176,12,432,206
18050,83,91,11,0,3673
18052,14,94,10,5472,6933
18053,81,173,11,0,102
18054,42,130,10,180,158
18055,81,164,10,96,166
18057,32,52,10,2496,1977
18058,47,10,12,1392,938
18060,19,95,10,38304,35402
18061,62,125,10,4284,3889
18062,23,101,11,0,10
18063,36,206,11,24,21
18064,38,169,12,252,92
18065,18,148,12,2028,0
18066,59,173,11,840,496
18068,61,63,11,0,127
18069,10,5,12,0,4
18071,31,52,11,0,180
18072,51,8,12,636,826
18073,10,136,11,0,17
18074,16,101,12,972,647
18075,21,12,10,12,0
18076,19,50,11,672,444
18077,14,129,10,21420,28282
18078,16,7,10,0,921
18079,35,46,11,8064,9418
18080,47,101,11,1032,1728
18081,45,110,12,144,430
18082,23,153,12,0,8
18083,10,163,12,0,73
18087,48,187,10,0,10
18088,43,64,12,0,6985
18090,17,2,11,5364,1492
18091,42,139,10,144,130
18092,36,98,10,48,33
18093,39,75,10,216,252
18094,16,54,10,0,90
18095,14,164,11,19872,18792
18096,47,62,12,3096,2604
18097,13,150,12,684,525
18098,61,201,12,0,126
18099,37,87,10,288,156
18100,14,130,12,26640,26970
18101,26,181,10,300,128
18102,32,48,11,816,704
18103,32,119,10,564,323
18104,47,198,12,1944,963
18105,26,87,12,96,152
18106,18,89,12,6840,0
18107,17,189,11,0,2848
18109,17,107,10,6840,7209
18110,13,111,10,2448,3962
18114,82,21,11,0,9409
18116,33,27,11,3816,3770
18117,39,97,11,180,155
18118,14,27,10,36072,37801
18121,56,197,10,144,0
18123,13,49,11,6660,4841
18124,36,86,11,24,14
18125,23,5,12,72,128
18127,21,27,12,48,28
18128,67,7,10,0,236
18130,14,193,12,11880,9733
18132,62,48,10,7686,4324
18133,22,107,10,16800,5720
18134,20,48,11,96,12
18136,13,35,12,2952,1077
18137,25,11,11,396,388
18138,51,66,11,0,1218
18139,11,115,10,144,93
18140,35,170,12,6816,6952
18142,15,26,12,0,654
18143,35,172,10,7584,10809
18144,25,7,12,252,267
18145,18,208,11,1068,379
18146,3,70,12,200,0
18147,56,204,11,576,29
18150,25,189,10,0,34
18151,35,103,10,17952,26280
18152,18,154,12,1992,0
18153,83,112,12,3612,3750
18155,3,13,10,0,7
18157,26,122,10,96,132
18158,38,184,10,108,130
18160,42,64,10,72,52
18161,15,172,12,6408,5136
18164,2,62,12,0,108
18165,56,90,11,36,0
18166,13,59,11,0,129
18167,83,132,11,0,1306
18169,42,174,12,180,112
18170,20,114,11,72,72
18171,18,214,11,204,100
18173,27,162,12,36,30
18174,10,147,11,0,2
18176,35,52,12,7392,4318
18177,61,154,12,8316,0
18178,17,209,11,5112,1511
18179,3,94,12,40,0
